predictor_month,predictor_month_end,outcome_month,outcome_month_end,security_key,issuer_id,attention_z,attention_log,attention_percentile_midrank,structural_ambiguity_tier,pit_alias_transition_month_flag,preregistration_sha256,analysis_month_number,gics_sector,current_momentum_decile,current_winner,forward_return_1m,forward_return_1m_complete,out_of_scope_right_censored,sector_valid_security_count,leave_one_out_sector_peers,sector_peer_mean_excl,sector_relative_return_1m,attention_x_current_winner,h3a_h3c_eligible,next_momentum_decile,next_momentum_12_1_complete,winner_entry,h3b_eligible,__current_join,__next_join
2021-01,2021-01-31,2021-02,2021-02-28,ALB,0000915913,0.3434059218529396,3.332309922546336,0.6314741035856574,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Materials,10,1,-0.03350535367236995,1.0,0.0,28.0,27.0,0.06579707556215567,-0.09930242923452562,0.3434059218529396,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ALGN,0001097149,-1.4220288315127572,0.0,0.0737051792828685,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,10,1,0.07942818546795105,1.0,0.0,63.0,62.0,-0.02181408764703928,0.10124227311499033,-1.4220288315127572,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ALK,0000766421,0.5955825836726081,3.808300774552762,0.7221115537848606,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Industrials,2,0,0.3315583494753944,1.0,0.0,71.0,70.0,0.06918541180672828,0.26237293766866615,0.0,1,2,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ALL,0000899051,-0.3532804162137177,2.0172940077321244,0.3675298804780876,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,3,0,-0.005411484269664202,1.0,0.0,65.0,64.0,0.11766634449394596,-0.12307782876361016,-0.0,1,3,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ALLE,0001579241,-0.63538200144403,1.4848189843211086,0.2898406374501992,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Industrials,3,0,0.016540559277691713,1.0,0.0,71.0,70.0,0.07368566595240976,-0.057145106674718046,-0.0,1,2,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ALXN,0000899866,0.300618939615617,3.251548237531681,0.6135458167330677,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,10,1,-0.003782690928063714,1.0,0.0,63.0,62.0,-0.02047197673742614,0.016689285809362426,0.300618939615617,1,9,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMAT,SECURITY::AMAT,0.4683687074263779,3.568180848685933,0.6733067729083665,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,9,0,0.22480645642842512,1.0,0.0,74.0,73.0,0.047754126521410034,0.17705232990701508,0.0,1,10,1.0,1,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMCR,0001748790,-0.4233316130068065,1.8850703173834265,0.3396414342629482,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Materials,6,0,0.010440743566595634,1.0,0.0,28.0,27.0,0.06416944233108286,-0.05372869876448723,-0.0,1,6,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMD,0000002488,0.6376456548152589,3.887696056125308,0.7360557768924303,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,10,1,-0.013194736822210062,1.0,0.0,74.0,73.0,0.05101441683991189,-0.06420915366212196,0.6376456548152589,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AME,0001037868,0.553851559112538,3.729532240652296,0.7081673306772909,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Industrials,8,0,0.041585709079090094,1.0,0.0,71.0,70.0,0.07332787809810407,-0.03174216901901397,0.0,1,7,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMGN,0000318154,1.0308086894367263,4.629802825548442,0.8575697211155379,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,5,0,-0.06145724357616544,1.0,0.0,63.0,62.0,-0.019541742017295465,-0.04191550155886998,0.0,1,6,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMP,0000820027,0.0115121664546772,2.7058507162594285,0.5039840637450199,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,7,0,0.12354136430659324,1.0,0.0,65.0,64.0,0.11565145623494194,0.007889908071651297,0.0,1,8,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMT,SECURITY::AMT,0.1021722215484888,2.876974231638151,0.5318725099601593,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Real Estate,4,0,-0.049392942148561936,1.0,0.0,30.0,29.0,0.06171389706111673,-0.11110683920967868,0.0,1,3,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AMZN,0001018724,-0.7156742365476231,1.333265033528511,0.2709163346613545,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,10,1,-0.03532841376855256,1.0,0.0,61.0,60.0,0.10765921477159437,-0.14298762854014693,-0.7156742365476231,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ANET,0001596532,0.1203731206615571,2.911328963014156,0.5438247011952191,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,8,0,-0.09012876004961123,1.0,0.0,74.0,73.0,0.052068307569054374,-0.1421970676186656,0.0,1,9,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ANSS,0001013462,0.4821039527804652,3.594106527499481,0.6792828685258964,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,8,0,-0.03775714648531192,1.0,0.0,74.0,73.0,0.05135088820515986,-0.08910803469047178,0.0,1,9,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AON,0000315293,0.1550000715246145,2.976688349266472,0.5527888446215139,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,3,0,0.12117180058190269,1.0,0.0,65.0,64.0,0.11568848066814023,0.005483319913762455,0.0,1,2,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AOS,0000091142,-0.3989374571049783,1.9311150027555888,0.3466135458167331,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Industrials,8,0,0.0933703547600766,1.0,0.0,71.0,70.0,0.07258809744551854,0.02078225731455806,-0.0,1,8,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,APA,0001841666,-1.4220288315127572,0.0,0.0737051792828685,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Energy,1,0,0.38165272376590087,1.0,0.0,24.0,23.0,0.22808596243618154,0.15356676132971933,-0.0,1,1,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,APD,0000002969,-1.4220288315127572,0.0,0.0737051792828685,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Materials,6,0,-0.04176049207797361,1.0,0.0,28.0,27.0,0.06610282142902989,-0.1078633135070035,-0.0,1,6,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,APH,0000820313,0.5337388507199708,3.691568913138742,0.6982071713147411,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,8,0,0.006406211346533297,1.0,0.0,74.0,73.0,0.05074591070061404,-0.04433969935408074,0.0,1,8,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,APTV,0001521332,-0.2914192589638472,2.1340587580186745,0.3924302788844621,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,10,1,0.12155680757497933,1.0,0.0,61.0,60.0,0.1050444610825355,0.016512346492443833,-0.2914192589638472,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ARE,0001035443,0.0004100769481276,2.684895196406235,0.499003984063745,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Real Estate,6,0,-0.04440177158578673,1.0,0.0,30.0,29.0,0.061541787731365864,-0.1059435593171526,0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ATO,0000731802,0.1113508281365883,2.8942991210175872,0.5378486055776892,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Utilities,2,0,-0.04294140445371453,1.0,0.0,28.0,27.0,-0.05074205751478255,0.007800653061068023,0.0,1,1,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,ATVI,0000718877,-0.2538586737609346,2.204955465206349,0.4073705179282869,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Communication Services,10,1,0.05065934065854316,1.0,0.0,26.0,25.0,0.1122847797271342,-0.06162543906859104,-0.2538586737609346,1,9,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AVB,0000915912,-0.3989374571049783,1.9311150027555888,0.3466135458167331,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Real Estate,1,0,0.07380720542390473,1.0,0.0,30.0,29.0,0.057465616110342024,0.016341589313562707,-0.0,1,1,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AVGO,0001730168,0.565562597074045,3.751637168590329,0.7131474103585658,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,9,0,0.042996886444669924,1.0,0.0,74.0,73.0,0.05024466857598203,-0.007247782131312108,0.0,1,10,1.0,1,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AVY,0000008818,0.6766133675348415,3.961248757807907,0.75,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Materials,7,0,0.16133116724570318,1.0,0.0,28.0,27.0,0.05858090812074555,0.10275025912495762,0.0,1,7,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AWK,SECURITY::AWK,-0.7156742365476231,1.333265033528511,0.2709163346613545,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Utilities,6,0,-0.1047828373088362,1.0,0.0,28.0,27.0,-0.048451634075703964,-0.05633120323313223,-0.0,1,7,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AXP,0000004962,2.1747587273284923,6.789042103520423,0.9870517928286852,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,3,0,0.16342636396121213,1.0,0.0,65.0,64.0,0.11502825311533851,0.048398110845873615,0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,AZO,0000866787,-0.9944052910510482,0.807151985808775,0.2041832669322709,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,6,0,0.03715232795166479,1.0,0.0,61.0,60.0,0.10645120240959074,-0.06929887445792596,-0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BA,0000012927,3.025577109655903,8.394986776530473,0.9950199203187252,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Industrials,1,0,0.09176575437458045,1.0,0.0,71.0,70.0,0.07261102030816849,0.019154734066411966,0.0,1,1,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BAC,SECURITY::BAC,0.300618939615617,3.251548237531681,0.6135458167330677,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,3,0,0.17065726629815248,1.0,0.0,65.0,64.0,0.11491527026632382,0.05574199603182865,0.0,1,3,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BALL,0000009389,-0.0109296513419464,2.6634911263730867,0.4920318725099601,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Materials,8,0,-0.028189543179857224,1.0,0.0,28.0,27.0,0.0656001936920626,-0.09378973687191983,-0.0,1,6,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BAX,0000010456,0.8943172935225809,4.372171308960362,0.8167330677290837,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,3,0,0.014359180042146757,1.0,0.0,63.0,62.0,-0.020764587559526305,0.03512376760167306,0.0,1,2,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BBWI,0000701985,-0.2723061708249584,2.170135272958861,0.4013944223107569,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,10,1,0.3410201942171329,1.0,0.0,61.0,60.0,0.10138673797183294,0.23963345624529997,-0.2723061708249584,1,10,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BBY,0000764478,-1.4220288315127572,0.0,0.0737051792828685,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,7,0,-0.07783514507006661,1.0,0.0,61.0,60.0,0.10836766029328627,-0.18620280536335287,-0.0,1,9,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BDX,0000010795,-1.2788171666391803,0.2703162215271894,0.1603585657370518,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,3,0,-0.07884196270655697,1.0,0.0,63.0,62.0,-0.01926134332164399,-0.05958061938491298,-0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BEN,0000038777,-0.1400878982910562,2.4197011437262144,0.447211155378486,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,4,0,-0.00456463152942721,1.0,0.0,65.0,64.0,0.11765311241987976,-0.12221774394930697,-0.0,1,7,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BF.B,0000014693,-0.1701791742273944,2.362902977045982,0.4382470119521912,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Staples,7,0,-0.001255725839842792,1.0,0.0,32.0,31.0,-0.004576996154161943,0.003321270314319151,-0.0,1,5,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BIIB,0000875045,0.4494829345879763,3.5325333980484155,0.6613545816733067,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,3,0,-0.03442900454094355,1.0,0.0,63.0,62.0,-0.019977681356573237,-0.014451323184370316,0.0,1,2,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BIO,0000012208,0.9696543455635692,4.514372206259438,0.8436254980079682,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,10,1,0.018700838495832706,1.0,0.0,63.0,62.0,-0.020834614308779306,0.039535452804612015,0.9696543455635692,1,9,1.0,,0,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BKNG,0001075531,-1.4220288315127572,0.0,0.0737051792828685,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Consumer Discretionary,7,0,0.1975897265586739,1.0,0.0,61.0,60.0,0.1037772457661406,0.0938124807925333,-0.0,1,5,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BKR,0001701605,1.381558215145798,5.291852851821291,0.9173306772908366,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Energy,4,0,0.2285316277327487,1.0,0.0,24.0,23.0,0.2347434013941447,-0.006211773661395997,0.0,1,7,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BLK,0002012383,1.4541379975886508,5.428849321812314,0.9272908366533864,HIGH,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,9,0,-0.009639816685297675,1.0,0.0,65.0,64.0,0.11773241218794024,-0.1273722288732379,0.0,1,9,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BMY,0000014272,1.2357857825413026,5.01670310602887,0.897410358565737,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,4,0,-0.001628009092038418,1.0,0.0,63.0,62.0,-0.020506729670265254,0.018878720578226836,0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BNY,0001390777,-1.4220288315127572,0.0,0.0737051792828685,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,3,0,0.05849881440917315,1.0,0.0,65.0,64.0,0.11666774607708913,-0.05816893166791598,-0.0,1,3,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BR,0001383312,1.0885142302242208,4.738723727771237,0.8715139442231076,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Information Technology,8,0,0.008350483395742847,1.0,0.0,74.0,73.0,0.05071927683692624,-0.04236879344118339,0.0,1,8,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BRK.B,0001067983,1.5017238635983,5.518669040821815,0.9372509960159362,LOW,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Financials,4,0,0.05547022276236935,1.0,0.0,65.0,64.0,0.11671506782157044,-0.061244845059201095,0.0,1,4,1.0,0,1,both,both
2021-01,2021-01-31,2021-02,2021-02-28,BSX,0000885725,1.6422594906004866,5.783934162309797,0.949203187250996,MEDIUM,0,95e88d99f2b0c9beca50073844b9dadc32c11a6aa820fe04cf3ed12e94841506,1.0,Health Care,2,0,0.09424380028287271,1.0,0.0,63.0,62.0,-0.02205304917631221,0.11629684945918492,0.0,1,2,1.0,0,1,both,both
