security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
IPG,,,IPG,MEDIUM,0,2021-01-01,2025-11-28,2021-01-01,2025-11-28,Interpublic Group,STAGE3I_MEMBERSHIP_NAME,STABLE,interpublic group,interpublic group,interpublic group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IPGP,0001111928,STAGE3I_RESOLVED_CIK,IPGP,MEDIUM,0,2021-01-01,2022-06-21,2021-01-01,2022-06-21,IPG Photonics,STAGE3I_MEMBERSHIP_NAME,STABLE,ipg photonics,ipg photonics,ipg photonics,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IQV,0001478242,STAGE3B2_CANDIDATE_CIK,IQV,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,IQVIA Holdings Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,iqvia holdings inc,iqvia holdings,iqvia holdings inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IR,0001699150,STAGE3B2_CANDIDATE_CIK,IR,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Ingersoll Rand Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ingersoll rand inc,ingersoll rand,ingersoll rand,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IRM,0001020569,STAGE3B2_CANDIDATE_CIK,IRM,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Iron Mountain Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,iron mountain inc,iron mountain,iron mountain,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ISRG,0001035267,STAGE3B2_CANDIDATE_CIK,ISRG,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Intuitive Surgical Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,intuitive surgical inc,intuitive surgical,intuitive surgical,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IT,0000749251,STAGE3B2_CANDIDATE_CIK,IT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Gartner Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,gartner inc,gartner,gartner inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ITW,0000049826,STAGE3B2_CANDIDATE_CIK,ITW,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Illinois Tool Works Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,illinois tool works inc,illinois tool works,illinois tool works,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
IVZ,0000914208,STAGE3G_SAMPLE_CIK,IVZ,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Invesco Ltd.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,invesco ltd,invesco,invesco ltd,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
J,0000052988,STAGE3G_SAMPLE_CIK,J,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2022-08-29,Jacobs Engineering Group Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STAGE3G_AUTHORITATIVE_NAME_STATE,jacobs engineering group inc,jacobs engineering group,jacobs engineering group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
J,0000052988,STAGE3G_SAMPLE_CIK,J,MEDIUM,0,2021-01-01,2026-01-01,2022-08-29,2026-01-01,Jacobs Solutions Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,POST_TRANSITION,jacobs solutions inc,jacobs solutions,jacobs solutions,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JBHT,0000728535,STAGE3G_SAMPLE_CIK,JBHT,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"J.B. Hunt Transport Services, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,j b hunt transport services inc,j b hunt transport services,j b hunt transport services,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JBL,0000898293,STAGE3B2_CANDIDATE_CIK,JBL,HIGH,0,2023-12-18,2026-01-01,2023-12-18,2026-01-01,Jabil Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,jabil inc,jabil,jabil inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JCI,0000833444,STAGE3B2_CANDIDATE_CIK,JCI,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Johnson Controls International plc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,johnson controls international plc,johnson controls international,johnson controls international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JKHY,0000779152,STAGE3G_SAMPLE_CIK,JKHY,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,"Jack Henry & Associates, Inc.",STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,jack henry and associates inc,jack henry and associates,jack henry and associates,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JNJ,0000200406,STAGE3B2_CANDIDATE_CIK,JNJ,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Johnson & Johnson,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,johnson and johnson,johnson and johnson,johnson and johnson,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JNPR,0001043604,STAGE3I_RESOLVED_CIK,JNPR,MEDIUM,0,2021-01-01,2025-07-09,2021-01-01,2025-07-09,Juniper Networks,STAGE3I_MEMBERSHIP_NAME,STABLE,juniper networks,juniper networks,juniper networks,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
JPM,0000019617,STAGE3B2_CANDIDATE_CIK,JPM,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,JPMorgan Chase & Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,jpmorgan chase and co,jpmorgan chase and,jpmorgan chase and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
K,0000055067,STAGE3I_RESOLVED_CIK,K,HIGH,0,2021-01-01,2025-12-11,2021-01-01,2023-10-02,Kellogg Company,STAGE3I_MEMBERSHIP_NAME,STAGE3I_KNOWN_PRIMARY_EVENT,kellogg company,kellogg,kellogg company,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
K,0000055067,STAGE3I_RESOLVED_CIK,K,HIGH,0,2021-01-01,2025-12-11,2023-10-02,2025-12-11,Kellanova,STAGE3I_MEMBERSHIP_NAME,POST_TRANSITION,kellanova,kellanova,kellanova,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KDP,0001418135,STAGE3B2_CANDIDATE_CIK,KDP,LOW,0,2022-06-21,2026-01-01,2022-06-21,2026-01-01,Keurig Dr Pepper Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,keurig dr pepper inc,keurig dr pepper,keurig dr pepper,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KEY,,,KEY,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,KeyCorp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,keycorp,keycorp,keycorp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KEYS,0001601046,STAGE3B2_CANDIDATE_CIK,KEYS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Keysight Technologies Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,keysight technologies inc,keysight technologies,keysight technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KHC,0001637459,STAGE3B2_CANDIDATE_CIK,KHC,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Kraft Heinz Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kraft heinz co,kraft heinz,kraft heinz,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KIM,0000879101,STAGE3B2_CANDIDATE_CIK,KIM,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Kimco Realty Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kimco realty corp,kimco realty,kimco realty,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KKR,0001404912,STAGE3B2_CANDIDATE_CIK,KKR,HIGH,0,2024-06-24,2026-01-01,2024-06-24,2026-01-01,KKR & Co Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kkr and co inc,kkr and,kkr and co inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KLAC,0000319201,STAGE3B2_CANDIDATE_CIK,KLAC,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,KLA Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kla corp,kla,kla corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KMB,0000055785,STAGE3B2_CANDIDATE_CIK,KMB,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Kimberly-Clark Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kimberly clark corp,kimberly clark,kimberly clark,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KMI,0001506307,STAGE3B2_CANDIDATE_CIK,KMI,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Kinder Morgan Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kinder morgan inc,kinder morgan,kinder morgan,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KMX,0001170010,STAGE3I_RESOLVED_CIK,KMX,HIGH,0,2021-01-01,2025-10-31,2021-01-01,2025-10-31,CarMax,STAGE3I_MEMBERSHIP_NAME,STABLE,carmax,carmax,carmax,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KO,0000021344,STAGE3B2_CANDIDATE_CIK,KO,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Coca-Cola Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,coca cola co,coca cola,coca cola,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KR,0000056873,STAGE3B2_CANDIDATE_CIK,KR,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Kroger Co/The,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,kroger co,kroger,kroger co,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KSU,0000054480,STAGE3I_RESOLVED_CIK,KSU,LOW,0,2021-01-01,2021-12-14,2021-01-01,2021-12-14,Kansas City Southern,STAGE3I_MEMBERSHIP_NAME,STABLE,kansas city southern,kansas city southern,kansas city southern,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
KVUE,0001944048,STAGE3G_SAMPLE_CIK,KVUE,HIGH,0,2023-08-25,2026-01-01,2023-08-25,2026-01-01,Kenvue Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,kenvue inc,kenvue,kenvue inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
L,0000060086,STAGE3B2_CANDIDATE_CIK,L,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Loews Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,loews corp,loews,loews corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LDOS,0001336920,STAGE3B2_CANDIDATE_CIK,LDOS,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Leidos Holdings Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,leidos holdings inc,leidos holdings,leidos holdings inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LEG,0000058492,STAGE3I_RESOLVED_CIK,LEG,LOW,0,2021-01-01,2021-12-20,2021-01-01,2021-12-20,Leggett & Platt,STAGE3I_MEMBERSHIP_NAME,STABLE,leggett and platt,leggett and platt,leggett and platt,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LEN,0000920760,STAGE3B2_CANDIDATE_CIK,LEN,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Lennar Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lennar corp,lennar,lennar,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LH,0000920148,STAGE3G_SAMPLE_CIK,LH,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2024-05-17,Laboratory Corporation of America Holdings,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STAGE3G_AUTHORITATIVE_NAME_STATE,laboratory corporation of america holdings,laboratory corporation of america holdings,laboratory corporation of america holdings,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LH,0000920148,STAGE3G_SAMPLE_CIK,LH,HIGH,0,2021-01-01,2026-01-01,2024-05-17,2026-01-01,Labcorp Holdings Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,POST_TRANSITION,labcorp holdings inc,labcorp holdings,labcorp holdings inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LHX,0000202058,STAGE3B2_CANDIDATE_CIK,LHX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,L3Harris Technologies Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,l3harris technologies inc,l3harris technologies,l3harris technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LII,0001069202,STAGE3B2_CANDIDATE_CIK,LII,MEDIUM,0,2024-12-23,2026-01-01,2024-12-23,2026-01-01,Lennox International Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lennox international inc,lennox international,lennox international,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LIN,0001707925,STAGE3B2_CANDIDATE_CIK,LIN,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Linde PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,linde plc,linde,linde plc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LKQ,0001065696,STAGE3I_RESOLVED_CIK,LKQ,HIGH,1,2021-01-01,2025-12-22,2021-01-01,2025-12-22,LKQ,STAGE3I_MEMBERSHIP_NAME,STABLE,lkq,lkq,lkq corp,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,SEC_CURRENT_FILER_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LLY,0000059478,STAGE3B2_CANDIDATE_CIK,LLY,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Eli Lilly & Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,eli lilly and co,eli lilly and,eli lilly and,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LMT,0000936468,STAGE3B2_CANDIDATE_CIK,LMT,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Lockheed Martin Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lockheed martin corp,lockheed martin,lockheed martin,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LNC,0000059558,STAGE3I_RESOLVED_CIK,LNC,MEDIUM,0,2021-01-01,2023-09-18,2021-01-01,2023-09-18,Lincoln National,STAGE3I_MEMBERSHIP_NAME,STABLE,lincoln national,lincoln national,lincoln national,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LNT,0000352541,STAGE3B2_CANDIDATE_CIK,LNT,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Alliant Energy Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,alliant energy corp,alliant energy,alliant energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LOW,0000060667,STAGE3B2_CANDIDATE_CIK,LOW,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Lowe's Cos Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lowes cos inc,lowes cos,lowes cos,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
LRCX,0000707549,STAGE3B2_CANDIDATE_CIK,LRCX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Lam Research Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,lam research corp,lam research,lam research,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
