security_key,latest_project_ticker,canonical_company_name,candidate_sec_cik,original_reconciliation_status,sec_current_name,sec_current_registry_core,nport_raw_names_pipe,nport_registry_cores_pipe,nport_registry_core_count,sec_nport_authoritative_agreement_flag,project_period_sec_former_name_rows,former_name_date_complete_flag,former_name_registry_cores_pipe,all_former_names_same_authoritative_core_flag,stage3f_status,stage3f_rationale
BR,BR,BROADRIDGE FINANCIAL SOLUTIO,0001383312,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BROADRIDGE FINANCIAL SOLUTIONS,Broadridge Financial Solutions Inc,BROADRIDGE FINANCIAL SOLUTIONS,1,1,1,1,BROADRIDGE FINANCIAL SOLUTIONS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
C,C,CITIGROUP INC,0000831001,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CITIGROUP INC,CITIGROUP,Citigroup Inc,CITIGROUP,1,1,1,1,CITIGROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CAH,CAH,CARDINAL HEALTH INC,0000721371,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CARDINAL HEALTH INC,CARDINAL HEALTH,Cardinal Health Inc,CARDINAL HEALTH,1,1,1,1,CARDINAL HEALTH,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CCL,CCL,CARNIVAL CORP LTD,0000815097,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Carnival Corp Ltd.,CARNIVAL,Carnival Corp,CARNIVAL,1,1,1,1,CARNIVAL,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CL,CL,COLGATE PALMOLIVE CO,0000021665,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,COLGATE PALMOLIVE CO,COLGATE PALMOLIVE,Colgate-Palmolive Co,COLGATE PALMOLIVE,1,1,1,1,COLGATE PALMOLIVE,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CLX,CLX,CLOROX COMPANY,0000021076,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CLOROX CO /DE/,CLOROX,Clorox Co/The,CLOROX,1,1,1,1,CLOROX,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CNP,CNP,CENTERPOINT ENERGY INC,0001130310,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,CENTERPOINT ENERGY INC,CENTERPOINT ENERGY,CenterPoint Energy Inc,CENTERPOINT ENERGY,1,1,1,1,CENTERPOINT ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
CSGP,CSGP,CoStar Group,0001057352,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"COSTAR GROUP, INC.",COSTAR GROUP,CoStar Group Inc,COSTAR GROUP,1,1,1,1,COSTAR GROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
DASH,DASH,DoorDash,0001792789,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"DoorDash, Inc.",DOORDASH,DoorDash Inc,DOORDASH,1,1,2,1,DOORDASH,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
EFX,EFX,EQUIFAX INC,0000033185,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,EQUIFAX INC,EQUIFAX,Equifax Inc,EQUIFAX,1,1,1,1,EQUIFAX,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
FANG,FANG,DIAMONDBACK ENERGY INC,0001539838,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"Diamondback Energy, Inc.",DIAMONDBACK ENERGY,Diamondback Energy Inc,DIAMONDBACK ENERGY,1,1,1,1,DIAMONDBACK ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
FIX,FIX,Comfort Systems USA,0001035983,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,COMFORT SYSTEMS USA INC,COMFORT SYSTEMS USA,Comfort Systems USA Inc,COMFORT SYSTEMS USA,1,1,1,1,COMFORT SYSTEMS USA,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
GEV,GEV,GE Vernova,0001996810,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,GE Vernova Inc.,GE VERNOVA,GE Vernova Inc,GE VERNOVA,1,1,1,1,GE VERNOVA,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
GILD,GILD,GILEAD SCIENCES INC,0000882095,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"GILEAD SCIENCES, INC.",GILEAD SCIENCES,Gilead Sciences Inc,GILEAD SCIENCES,1,1,1,1,GILEAD SCIENCES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
HII,HII,HUNTINGTON INGALLS INDUSTRIE,0001501585,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"HUNTINGTON INGALLS INDUSTRIES, INC.",HUNTINGTON INGALLS INDUSTRIES,Huntington Ingalls Industries Inc,HUNTINGTON INGALLS INDUSTRIES,1,1,1,1,HUNTINGTON INGALLS INDUSTRIES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
INTU,INTU,INTUIT INC,0000896878,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,INTUIT INC.,INTUIT,Intuit Inc,INTUIT,1,1,1,1,INTUIT,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
JPM,JPM,JPMORGAN CHASE + CO,0000019617,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,JPMORGAN CHASE & CO,JPMORGAN CHASE AND,JPMorgan Chase & Co,JPMORGAN CHASE AND,1,1,1,1,JPMORGAN CHASE AND,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
LMT,LMT,LOCKHEED MARTIN CORP,0000936468,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,LOCKHEED MARTIN CORP,LOCKHEED MARTIN,Lockheed Martin Corp,LOCKHEED MARTIN,1,1,1,1,LOCKHEED MARTIN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
LNT,LNT,ALLIANT ENERGY CORP,0000352541,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,ALLIANT ENERGY CORP,ALLIANT ENERGY,Alliant Energy Corp,ALLIANT ENERGY,1,1,1,1,ALLIANT ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
MPWR,MPWR,Monolithic Power Systems,0001280452,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"MONOLITHIC POWER SYSTEMS, INC.",MONOLITHIC POWER SYSTEMS,Monolithic Power Systems Inc,MONOLITHIC POWER SYSTEMS,1,1,1,1,MONOLITHIC POWER SYSTEMS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
MS,MS,MORGAN STANLEY,0000895421,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,MORGAN STANLEY,MORGAN STANLEY,Morgan Stanley,MORGAN STANLEY,1,1,2,1,MORGAN STANLEY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
NRG,NRG,NRG ENERGY INC,0001013871,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"NRG ENERGY, INC.",NRG ENERGY,NRG Energy Inc,NRG ENERGY,1,1,1,1,NRG ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PANW,PANW,Palo Alto Networks,0001327567,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Palo Alto Networks Inc,PALO ALTO NETWORKS,Palo Alto Networks Inc,PALO ALTO NETWORKS,1,1,1,1,PALO ALTO NETWORKS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PCG,PCG,PG&E,0001004980,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,PG&E Corp,PG AND E,PG&E Corp,PG AND E,1,1,2,1,PG AND E,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PFE,PFE,PFIZER INC,0000078003,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,PFIZER INC,PFIZER,Pfizer Inc,PFIZER,1,1,1,1,PFIZER,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PH,PH,PARKER HANNIFIN CORP,0000076334,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Parker-Hannifin Corp,PARKER HANNIFIN,Parker-Hannifin Corp,PARKER HANNIFIN,1,1,1,1,PARKER HANNIFIN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
ROP,ROP,ROPER TECHNOLOGIES INC,0000882835,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,ROPER TECHNOLOGIES INC,ROPER TECHNOLOGIES,Roper Technologies Inc,ROPER TECHNOLOGIES,1,1,1,1,ROPER TECHNOLOGIES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SO,SO,SOUTHERN CO/THE,0000092122,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,SOUTHERN CO,SOUTHERN,Southern Co/The,SOUTHERN,1,1,1,1,SOUTHERN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SPG,SPG,SIMON PROPERTY GROUP INC,0001063761,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,SIMON PROPERTY GROUP INC.,SIMON PROPERTY GROUP,Simon Property Group Inc,SIMON PROPERTY GROUP,1,1,1,1,SIMON PROPERTY GROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
STLD,STLD,Steel Dynamics,0001022671,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,STEEL DYNAMICS INC,STEEL DYNAMICS,Steel Dynamics Inc,STEEL DYNAMICS,1,1,1,1,STEEL DYNAMICS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
STT,STT,STATE STREET CORP,0000093751,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,STATE STREET CORP,STATE STREET,State Street Corp,STATE STREET,1,1,2,1,STATE STREET,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SW,SW,SMURFIT WESTROCK PLC,0002005951,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Smurfit Westrock plc,SMURFIT WESTROCK,Smurfit WestRock PLC,SMURFIT WESTROCK,1,1,1,1,SMURFIT WESTROCK,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SYF,SYF,SYNCHRONY FINANCIAL,0001601712,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Synchrony Financial,SYNCHRONY FINANCIAL,Synchrony Financial,SYNCHRONY FINANCIAL,1,1,1,1,SYNCHRONY FINANCIAL,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
TEL,TEL,TE CONNECTIVITY PLC,0001385157,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,TE Connectivity plc,TE CONNECTIVITY,TE Connectivity Ltd|TE Connectivity PLC,TE CONNECTIVITY,1,1,1,1,TE CONNECTIVITY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
TRGP,TRGP,Targa Resources,0001389170,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Targa Resources Corp.,TARGA RESOURCES,Targa Resources Corp,TARGA RESOURCES,1,1,1,1,TARGA RESOURCES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
WMT,WMT,WALMART INC,0000104169,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Walmart Inc.,WALMART,Walmart Inc,WALMART,1,1,1,1,WALMART,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
