security_key,latest_project_ticker,canonical_company_name,candidate_sec_cik,original_reconciliation_status,sec_current_name,sec_current_registry_core,nport_raw_names_pipe,nport_registry_cores_pipe,nport_registry_core_count,sec_nport_authoritative_agreement_flag,project_period_sec_former_name_rows,former_name_date_complete_flag,former_name_registry_cores_pipe,all_former_names_same_authoritative_core_flag,stage3f_status,stage3f_rationale
MPWR,MPWR,Monolithic Power Systems,0001280452,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"MONOLITHIC POWER SYSTEMS, INC.",MONOLITHIC POWER SYSTEMS,Monolithic Power Systems Inc,MONOLITHIC POWER SYSTEMS,1,1,1,1,MONOLITHIC POWER SYSTEMS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
MS,MS,MORGAN STANLEY,0000895421,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,MORGAN STANLEY,MORGAN STANLEY,Morgan Stanley,MORGAN STANLEY,1,1,2,1,MORGAN STANLEY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
NRG,NRG,NRG ENERGY INC,0001013871,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,"NRG ENERGY, INC.",NRG ENERGY,NRG Energy Inc,NRG ENERGY,1,1,1,1,NRG ENERGY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PANW,PANW,Palo Alto Networks,0001327567,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Palo Alto Networks Inc,PALO ALTO NETWORKS,Palo Alto Networks Inc,PALO ALTO NETWORKS,1,1,1,1,PALO ALTO NETWORKS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PCG,PCG,PG&E,0001004980,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,PG&E Corp,PG AND E,PG&E Corp,PG AND E,1,1,2,1,PG AND E,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PFE,PFE,PFIZER INC,0000078003,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,PFIZER INC,PFIZER,Pfizer Inc,PFIZER,1,1,1,1,PFIZER,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
PH,PH,PARKER HANNIFIN CORP,0000076334,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Parker-Hannifin Corp,PARKER HANNIFIN,Parker-Hannifin Corp,PARKER HANNIFIN,1,1,1,1,PARKER HANNIFIN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
ROP,ROP,ROPER TECHNOLOGIES INC,0000882835,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,ROPER TECHNOLOGIES INC,ROPER TECHNOLOGIES,Roper Technologies Inc,ROPER TECHNOLOGIES,1,1,1,1,ROPER TECHNOLOGIES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SO,SO,SOUTHERN CO/THE,0000092122,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,SOUTHERN CO,SOUTHERN,Southern Co/The,SOUTHERN,1,1,1,1,SOUTHERN,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SPG,SPG,SIMON PROPERTY GROUP INC,0001063761,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,SIMON PROPERTY GROUP INC.,SIMON PROPERTY GROUP,Simon Property Group Inc,SIMON PROPERTY GROUP,1,1,1,1,SIMON PROPERTY GROUP,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
STLD,STLD,Steel Dynamics,0001022671,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,STEEL DYNAMICS INC,STEEL DYNAMICS,Steel Dynamics Inc,STEEL DYNAMICS,1,1,1,1,STEEL DYNAMICS,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
STT,STT,STATE STREET CORP,0000093751,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,STATE STREET CORP,STATE STREET,State Street Corp,STATE STREET,1,1,2,1,STATE STREET,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SW,SW,SMURFIT WESTROCK PLC,0002005951,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Smurfit Westrock plc,SMURFIT WESTROCK,Smurfit WestRock PLC,SMURFIT WESTROCK,1,1,1,1,SMURFIT WESTROCK,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
SYF,SYF,SYNCHRONY FINANCIAL,0001601712,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Synchrony Financial,SYNCHRONY FINANCIAL,Synchrony Financial,SYNCHRONY FINANCIAL,1,1,1,1,SYNCHRONY FINANCIAL,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
TEL,TEL,TE CONNECTIVITY PLC,0001385157,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,TE Connectivity plc,TE CONNECTIVITY,TE Connectivity Ltd|TE Connectivity PLC,TE CONNECTIVITY,1,1,1,1,TE CONNECTIVITY,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
TRGP,TRGP,Targa Resources,0001389170,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Targa Resources Corp.,TARGA RESOURCES,Targa Resources Corp,TARGA RESOURCES,1,1,1,1,TARGA RESOURCES,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
WMT,WMT,WALMART INC,0000104169,RESEARCH_PROJECT_PERIOD_SEC_FORMER_NAME_EVIDENCE,Walmart Inc.,WALMART,Walmart Inc,WALMART,1,1,1,1,WALMART,1,RESOLVED_SEC_FORMER_NAMES_REGISTRY_STYLE_EQUIVALENT,"SEC current filer name and the single historical NPORT issuer name agree, and every project-overlapping SEC former-name record has the same conservative registry core with complete date metadata. Former-name evidence is therefore a registry/legal-style presentation difference rather than a substantive issuer-name state change."
