target_type,priority_rank,security_key,project_ticker,analysis_month_number,ranking_month_end_date,evidence_id,evidence_date,source_type,source_organization,source_title,source_url,primary_source_flag,event_scope,event_category,timing_relation_to_ranking,evidence_summary,short_quote_max_25_words,provisional_theme_code,supports_cross_sector_commonality_flag,confidence_level,researcher_notes
SECURITY,16,LYV,LYV,,,SEC-LYV-001,2022-11-03,SEC_FILING,"Live Nation Entertainment, Inc.",Live Nation Entertainment Reports Third Quarter 2022 Results,https://investors.livenationentertainment.com/sec-filings/all-sec-filings/content/0001335258-22-000143/0001335258-22-000143.pdf,YES,COMPANY_SPECIFIC,Post-pandemic live-event demand rebound,BACKGROUND,"Live Nation reported its highest quarterly attendance to that point, more than 44 million fans, and said global live-event demand remained strong despite inflation and other economic headwinds.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,16,LYV,LYV,,,SEC-LYV-002,2025-02-20,SEC_FILING,"Live Nation Entertainment, Inc.",Live Nation Entertainment Reports Full Year and Fourth Quarter 2024 Results,https://investors.livenationentertainment.com/sec-filings/all-sec-filings/content/0001335258-25-000027/0001335258-25-000027.pdf,YES,COMPANY_SPECIFIC,Structural growth in live entertainment demand,BACKGROUND,"Live Nation reported a record 151 million concert fans in 2024, rising concerts adjusted operating income, and a larger 2025 stadium pipeline, indicating that the post-pandemic rebound had developed into sustained demand growth.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,17,LLY,LLY,,,SEC-LLY-001,2024-05-24,COMPANY_IR,Eli Lilly and Company,Lilly Increases Manufacturing Investment to $9 Billion at Newest Indiana Site,https://investor.lilly.com/node/50776,YES,COMPANY_SPECIFIC,GLP-1/incretin manufacturing capacity expansion,BACKGROUND,"Lilly increased planned investment in its Lebanon, Indiana site to $9 billion to expand active-ingredient capacity for tirzepatide products Zepbound and Mounjaro amid substantial obesity and diabetes demand.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,17,LLY,LLY,,,SEC-LLY-002,2025-02-06,COMPANY_IR,Eli Lilly and Company,Lilly reports full Q4 2024 financial results and provides 2025 guidance,https://investor.lilly.com/news-releases/news-release-details/lilly-reports-full-q4-2024-financial-results-and-provides-2025,YES,COMPANY_SPECIFIC,Incretin volume growth and pharmaceutical innovation,BACKGROUND,"Lilly reported fourth-quarter 2024 revenue up 45%, driven by Mounjaro and Zepbound volume growth, while continuing major manufacturing investment and new-product development across metabolic, oncology, immunology, and neuroscience franchises.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,18,COST,COST,,,SEC-COST-001,2024-09-26,COMPANY_IR,Costco Wholesale Corporation,Costco Wholesale Corporation Reports Fourth Quarter and Fiscal Year 2024 Operating Results,https://investor.costco.com/news/news-details/2024/Costco-Wholesale-Corporation-Reports-Fourth-Quarter-and-Fiscal-Year-2024-Operating-Results/default.aspx,YES,COMPANY_SPECIFIC,Membership retail scale and digital growth,BACKGROUND,"Costco reported fiscal-2024 net sales of $249.6 billion, adjusted comparable sales growth across major regions, and e-commerce comparable-sales growth of 16.2% for the full year.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,18,COST,COST,,,SEC-COST-002,2024-10-09,SEC_FILING,Costco Wholesale Corporation / U.S. Securities and Exchange Commission,Costco 2024 Form 10-K,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,YES,COMPANY_SPECIFIC,Membership economics and recurring customer loyalty,BACKGROUND,"Costco ended fiscal 2024 with 76.2 million paid members, U.S./Canada renewal of 92.9%, worldwide renewal of 90.5%, and Executive members representing about 73.3% of worldwide net sales.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,19,TPL,TPL,,,SEC-TPL-001,2025-02-19,COMPANY_IR,Texas Pacific Land Corporation,Texas Pacific Land Corporation Announces Fourth Quarter and Full Year 2024 Results,https://www.texaspacific.com/investors/news-events/press-releases/detail/166/texas-pacific-land-corporation-announces-fourth-quarter-and,YES,COMPANY_SPECIFIC,Permian royalty and water-platform growth,BACKGROUND,"Texas Pacific Land reported record 2024 oil-and-gas royalty production and record water-segment performance, including $150.7 million of water-sales revenue and $104.1 million of produced-water royalty revenue.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,19,TPL,TPL,,,SEC-TPL-002,2025-02-19,SEC_FILING,Texas Pacific Land Corporation / U.S. Securities and Exchange Commission,Texas Pacific Land 2024 Form 10-K,https://www.texaspacific.com/investors/sec-filings/all-sec-filings/content/0001811074-25-000044/0001811074-25-000044.pdf,YES,COMPANY_SPECIFIC,Water infrastructure tied to Permian energy activity,BACKGROUND,"Texas Pacific Land's filing describes a water-services business providing sourcing, produced-water treatment, infrastructure development, and disposal solutions to Permian Basin oil-and-gas operators.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,20,NVDA,NVDA,,,SEC-NVDA-001,2024-02-21,COMPANY_IR,NVIDIA Corporation,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2024,https://nvidianews.nvidia.com/_gallery/download_pdf/65d669a33d63329bbf62672a/,YES,COMPANY_SPECIFIC,Generative-AI accelerated-computing demand,BACKGROUND,"NVIDIA reported fiscal-2024 revenue up 126% and fourth-quarter Data Center revenue up 409% year over year, describing a global surge in demand for accelerated computing and generative AI.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,20,NVDA,NVDA,,,SEC-NVDA-002,2025-02-26,COMPANY_IR,NVIDIA Corporation,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2025,https://nvidianews.nvidia.com/_gallery/download_pdf/67bf85d73d633281c6875f57/,YES,COMPANY_SPECIFIC,Blackwell and AI data-center scaling,BACKGROUND,"NVIDIA reported fiscal-2025 revenue of $130.5 billion, up 114%, and fourth-quarter Data Center revenue of $35.6 billion, up 93% year over year, as Blackwell and AI-compute demand continued scaling.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
MONTH,6,,,36,2023-12-29,MONTH-36-001,2024-01-31,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm,YES,MARKETWIDE_MACRO,Restrictive policy with improving inflation balance,HOLDING_WINDOW,"During the January 2024 holding month, the FOMC maintained the federal-funds target at 5.25%-5.50%, said inflation had eased but remained elevated, and judged employment/inflation risks to be moving into better balance.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,6,,,36,2023-12-29,MONTH-36-002,2024-01-11,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - December 2023,https://www.bls.gov/news.release/archives/cpi_01112024.htm,YES,MARKETWIDE_MACRO,Moderating but persistent inflation,HOLDING_WINDOW,"BLS reported December 2023 CPI rising 0.3% month over month and 3.4% year over year, with shelter accounting for more than half of the monthly increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,7,,,1,2021-01-29,MONTH-01-001,2021-02-23,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Semiannual Monetary Policy Report to the Congress - Chair Powell,https://www.federalreserve.gov/newsevents/testimony/powell20210223a.htm,YES,MARKETWIDE_MACRO,Pandemic-era monetary accommodation,HOLDING_WINDOW,"During the February 2021 holding month, Chair Powell said the economy remained far from the Fed's employment and inflation goals and reiterated continued near-zero rates and large-scale Treasury/MBS purchases.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,7,,,1,2021-01-29,MONTH-01-002,2021-02-10,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - January 2021,https://www.bls.gov/news.release/archives/cpi_02102021.htm,YES,MARKETWIDE_MACRO,Low headline inflation with energy-price rebound,HOLDING_WINDOW,"BLS reported January 2021 CPI up 0.3% month over month and 1.4% year over year; gasoline rose 7.4% and accounted for most of the monthly increase, while core CPI was unchanged.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,8,,,50,2025-02-28,MONTH-50-001,2025-03-19,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250319a.htm,YES,MARKETWIDE_MACRO,Policy hold amid increased outlook uncertainty,HOLDING_WINDOW,"During the March 2025 holding month, the FOMC held the federal-funds target at 4.25%-4.50%, stated that uncertainty around the economic outlook had increased, and announced slower Treasury balance-sheet runoff beginning in April.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,8,,,50,2025-02-28,MONTH-50-002,2025-03-12,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - February 2025,https://www.bls.gov/news.release/archives/cpi_03122025.htm,YES,MARKETWIDE_MACRO,Inflation deceleration,HOLDING_WINDOW,"BLS reported February 2025 CPI up 0.2% month over month and 2.8% year over year, down from a 3.0% 12-month increase in January, while shelter accounted for nearly half of the monthly gain.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,9,,,48,2024-12-31,MONTH-48-001,2025-01-29,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250129a.htm,YES,MARKETWIDE_MACRO,Policy pause after prior easing,HOLDING_WINDOW,"During the January 2025 holding month, the FOMC maintained the federal-funds target at 4.25%-4.50%, describing economic activity as solid, labor conditions as solid, and inflation as still somewhat elevated.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,9,,,48,2024-12-31,MONTH-48-002,2025-01-15,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - December 2024,https://www.bls.gov/news.release/archives/cpi_01152025.htm,YES,MARKETWIDE_MACRO,Renewed monthly inflation pressure,HOLDING_WINDOW,"BLS reported December 2024 CPI up 0.4% month over month and 2.9% year over year, with energy rising 2.6% and accounting for more than 40% of the monthly headline increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,10,,,35,2023-11-30,MONTH-35-001,2023-12-13,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231213a.htm,YES,MARKETWIDE_MACRO,Late-cycle policy hold after cumulative tightening,HOLDING_WINDOW,"During the December 2023 holding month, the FOMC held the target range at 5.25%-5.50%, said inflation had eased but remained elevated, and emphasized the cumulative tightening already delivered and policy lags.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,10,,,35,2023-11-30,MONTH-35-002,2023-12-12,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - November 2023,https://www.bls.gov/news.release/archives/cpi_12122023.htm,YES,MARKETWIDE_MACRO,Disinflation with falling energy prices,HOLDING_WINDOW,"BLS reported November 2023 CPI up 0.1% month over month and 3.1% year over year, while the energy index fell 2.3% during the month as gasoline declined 6.0%.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
