analysis_month_number,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
11,0.0025012693341860057,-0.020259194823281014,0.017807379972445136,-0.011089864346440798,-0.005983659236110779,-0.04437333432869081,-0.02018532909772498,-0.03641382434933853,-0.003013296880025884,0.03770501778372527,0.008010373827900596
12,-0.030614211074647454,-0.04569730015622718,-0.0176465956539175,-0.003773600562732654,0.008331341345303004,-0.08250774020021509,-0.04990898682741303,-0.04462984658097954,-0.007882060237080435,-0.035436348501202246,-0.009159367844529483
13,-0.01968862130581615,-0.026813556012760566,0.029643896728396135,0.049695228633005115,0.013519783939675569,-0.022192874685596164,-0.014548761722492514,-0.023319581296848697,0.1437729259729032,-0.020429212765286364,0.021804401144642813
14,-0.01643650477676674,0.030635005275418625,0.07312240415275602,-0.07205770413462323,-0.011546144078900202,0.0274036099142616,-0.010705207804077469,0.016916262028552315,0.10255534671113718,0.02452473425809104,0.009836466898158813
15,-0.015835657264108155,0.008206145959528205,-0.02267935995076261,0.0058870816307314555,-0.027544522344277636,-0.0005205744447811522,-0.01793438942531532,-0.039140594280625496,-0.013432675312956478,0.0045374313274848185,0.02081786261284893
16,-0.040869683379893204,-0.009458441994501743,-0.023112671148794596,0.058108588677014544,-0.02294100299665622,-0.007973853623200203,0.0006587209776451346,-0.004528195120371531,-0.05167843763197832,-0.05514060358643185,0.001013392319142846
17,-0.0061933356026023095,0.06737731775051131,-0.05877614975950049,-0.029408104523956202,0.01844301386483945,0.046400964404152215,0.046556563174524807,0.019985575125801708,-0.0388622811832236,0.02531795690647458,0.0011053096403412649
18,-0.03189681135719649,-0.0031113008487649724,-0.00764513632834396,0.015515616764064377,-0.03854001413046388,-0.061418525978247616,-0.03599916919490029,0.005083515262239269,0.05773321373793701,0.010478850489777036,-0.011823808622226373
19,-0.014203735684754942,0.014989181392419608,0.0034624376565291076,0.027172449357511584,0.030886779508480722,0.023717306086162654,0.05391272452275338,0.00827800682324581,0.04042734312996311,0.04138059249291772,-0.006424396064400624
20,0.023793461630966822,0.04661362635178017,0.02016765002391889,-0.012100741498711251,0.009792149969716855,0.02929401896553202,0.01540785603144329,0.010752202260402938,0.028162943645312674,-0.023634143499387944,0.005475952306357584
21,0.03374062420404847,0.025870228400935155,0.02247369129297544,0.010012379454706066,0.049989474773161666,0.038238907247802184,-0.008823008082696301,-0.010943226560629168,0.03231885795152739,0.022227535126210424,-0.021587937719194292
22,-0.012311031546037222,-0.028075105867825204,-0.04437313978854116,-0.044952140353866785,-0.003353864107829181,-0.03090967140482595,-0.03705667709440113,-0.002543902339232823,-0.0977782564390025,-0.056498922564023474,0.023400277542683354
23,0.0437755461355248,0.03881555056904773,0.017627857290426284,-0.07126603378264124,0.013690255230917232,-0.021793622851826594,0.010724111156826577,0.0023363791834459247,-0.06072321044318171,-0.005341859988514608,-0.048124727697531094
24,-0.06569454565212052,-0.07552364834888478,-0.030747446493849112,-0.003321954530465465,-0.039045586266994434,-0.03109566648123855,-0.06953988729231157,-0.0634069179100033,0.030037526493510422,0.015518085643735968,-0.01051241301833912
25,0.04348464242821153,0.025770088405219736,0.014434199979201957,0.030417582098658927,0.015246711220808846,-0.012126666624160058,0.015724807450710185,0.0010483828392576864,0.038451749013039195,-0.013173124748955364,-0.006675712794700132
26,0.02019011869324308,-0.009767548467081643,0.024818561034698046,0.0351927929187381,0.039019241443269265,-0.0012442179413171585,-0.00044373683251662955,-0.00737073598712764,-0.05314948631667449,0.020878720737072084,-0.013405404226350007
27,-0.03840525184934054,0.030034769141212996,-0.0031585638504786247,-0.07404716924681791,0.03232717430155149,0.019374798403600197,0.005902058999721886,0.012753519681134341,-0.0391176423733556,0.008060925031830802,-0.0008547955108741748
28,0.052664628949980544,-0.05316902253713054,0.008105299480574112,-0.02347231292743833,-0.019935443611679385,0.0015035957346557008,-0.0015652964463249222,0.017140147813144824,0.01891214739195124,-0.014734125581661657,0.010339347492072277
29,0.017384598814478597,-0.0052026211967663855,-0.04424327624953694,-0.0032048509399563024,0.016043497028074102,0.017408115775376855,-0.0017779015238445772,-0.019801720318386864,0.04436705976465029,-0.020802864359001957,0.006331370885770557
30,-0.05285000581622573,-0.000989257737347926,-0.031705263111869546,-0.00840787907160026,-0.015418030939693163,-0.04594604344110059,-0.00979725865129242,0.016357153950002885,-0.059002516300811804,0.02233427638716858,0.004336031018087494
31,-0.030721246043257266,-0.029714736106573776,0.02770748371722557,0.01428899600872435,0.01557129528601408,0.009024052121724056,0.02718910151646752,0.019476249773260793,0.013233430199657194,-0.02420399448956096,0.03214713538894191
32,-0.005357534119581606,-0.022028584982487318,0.00622083742163098,0.021925372252478925,0.011322920175755865,-0.027706079945424872,-0.008859937662428576,-0.03314712730302601,0.020713059422859094,0.01736501707573318,0.019222166118210565
33,0.006688965582837689,-0.014444750661406956,-0.011638770162316115,-0.004572817441197304,0.004721928852501264,-0.0033523572411221225,-0.02663517141649032,0.028835852627083193,0.018968098550903336,0.030302195091625062,0.02410190171816307
34,-0.02354510227259353,0.05910526750878835,0.001774854193867921,0.041136949384944436,-0.006955157458192737,0.04664685678001271,0.039477038463843164,0.020139740800018152,-0.01382155142856388,0.001852093766260221,-0.02691651951744181
35,-0.00233462893958139,0.05728667365639181,-0.02962376872726068,-0.014493786390761196,-0.07726078895562022,-0.05035496025193331,-0.014118808853267668,-0.03410155204753165,-0.052716878417170175,-0.030604901784075482,-0.022951574399341743
36,0.0457272801873098,-0.022462441226369027,-0.008890497034753942,0.041790680521554296,0.029476228870209308,0.057004929539998764,0.024126586516019503,0.07030963384065742,0.04565480379936489,0.022557986463036108,0.004669144316802036
37,0.02814537627650863,-0.020636031242572482,0.0013100779624738053,0.005621919999358516,0.02114602913028197,0.009625659201592425,0.05699021299824035,0.022564735843118224,0.03424565869322041,0.04181170921045779,0.05398596175032281
38,0.01230391104762988,0.02106918890647369,-0.01892211153088545,0.016579260207768357,-0.010100439876977604,0.005942926945532098,0.01633919865662848,-0.02120214315332526,-0.017859875610470644,-0.02682287012119577,0.023381334241446804
39,-0.040315578806369975,-0.0009633202052233142,-0.006506019555960276,-0.0260936025825922,-0.002179004310538503,0.023480174405323954,0.002722105431965313,-0.004351857677894706,-0.02008733722505783,-0.0016336879060259227,0.023467128128674533
40,0.042744921112157136,0.03070085214040496,0.01425461650630403,-0.012726715968504458,0.002632440558734718,-0.026572754053968656,0.024390382158700014,0.045090262210464825,-0.05484887691346885,-0.02048784557758636,0.015762576305822965
41,0.041566798603880434,-0.004400553488224228,0.011921804974575885,0.017762487596822397,-0.013942663642983907,0.00641323203343309,-0.01286117560908838,0.031050680508027687,-0.02222648448405544,0.011768694400389898,-0.028741803815218434
42,-0.09992776426627897,-0.03973808631127289,0.0032230038754763046,0.006165711281874205,0.030590243807183427,-0.017340031707595058,-0.014879272688877648,-0.06831588744360717,-0.007200149630987376,-0.019628868643277397,-0.04365179077983957
43,0.052995258067422835,0.0013460853504685955,0.04598866575347271,0.025756841325458715,0.020537897569242715,0.04235495389042941,0.02885486267592854,-0.018571614816754716,-0.021238764618162723,0.027724834271250887,0.01650270781779066
44,0.04229813120459858,0.002241009276003611,-0.006963999943658622,0.00581635617727231,-0.0019350545036702495,-0.017457752167440995,0.007387967707177305,0.010875329596644407,-0.013820958400800769,0.020227691552386004,0.09604670024496781
45,0.03224289386853915,0.00738015214378868,0.03122901103031522,0.10348232247330054,-0.008035934439837703,0.006233458676758924,-0.012132358676110039,0.04313557016844409,-0.03040768107918164,0.03625257452106541,0.0036499642106321544
46,-0.0011020539277592084,0.019334089795197018,-0.0001742419944032389,0.06363930036728205,0.050102695713765244,0.02508693338667048,0.028303801865890973,0.0345392367290445,-0.00017181934538328808,-0.002819716582505155,0.02027372985813189
47,0.010926043287652953,-0.01933349387347994,-0.01886173392592446,-0.03744979429894997,-0.02016605789495654,-0.003279980307333355,-0.0030695565712646755,0.036572414586056846,0.031567005393220895,-0.01987722914572812,-0.022754422849615347
48,0.06429424536728612,0.0026979951667572034,0.039547726442734625,0.022562405718201922,0.03299650145839671,0.008532253562139505,0.034508338620304266,-0.019112193137224433,-0.021415369715429025,0.006764254230675153,0.10659164560745558
49,0.03847558690078126,-0.04047925373674352,0.026207580670424155,0.01734050702834088,-0.043570078416042816,0.04478265710727715,-0.018406971019873992,-0.012312889862404808,0.04081107545983127,0.005764936540418843,-0.05864102186981501
50,-0.006936259433784071,-0.0377899462924778,-0.011220401662533712,-0.011717308072100247,-0.0700605498676152,-0.02714255018763543,-0.04472450105696052,-0.010425656478048731,0.011028176160927536,-0.007179932219064961,-0.06293546834961122
51,-0.04722213397509583,0.0071893789775463995,0.048048322107448645,0.07877438090545016,0.001708991741348552,0.05414304268075437,0.012458417839186092,0.03650736401095128,-0.013603626640663596,-0.013255108049571009,0.03591483433640927
52,0.014981052987810009,0.04996742976878739,0.004336201000713238,-0.07069693517532359,-0.017253608133992224,0.026706397023626868,0.03958084480734597,-0.05982067444886879,0.006899143047509902,-0.04073129631367675,-0.009588598803282188
53,0.025354520546549165,0.009690896845793662,-0.022811841200266074,-0.018700017186762417,-0.035794380980896844,-0.007723210139661945,-0.009043960349719929,-0.03616260128614083,-0.010006517671870108,-0.00578585926031568,-0.00795497850349585
54,-0.04040601648909658,0.0322884140630743,-0.026215553904040956,-0.08641725343335342,0.009792065597075312,-0.0032910965908697007,0.003163114459313228,0.004848489570600002,-0.010467744503761126,0.031986518223043534,0.015278194154990286
55,0.05299574967840937,-0.0015438515387500296,0.0022070522570517385,-0.08099752806727699,-0.01547893797131798,-0.02428101100780845,-0.01183090172744198,-0.033882510095012607,-0.017164681565385694,-0.0003699053193523816,-0.062357508941295645
56,0.10451648976489002,0.04734093374956264,0.004812905265499748,0.05146086387324325,0.028774785350898766,-0.0017622560775598544,-0.0030301620169933883,0.09552221081323554,0.055130054844979626,0.0074877760745419575,0.01459357811958438
57,-0.029566394826382746,-0.041972977111466546,-0.037078819981434356,-0.027204674940365402,0.035920541739715726,0.013468759223031902,0.005401735715196713,-0.0009522206744247003,-0.06637463831097778,-0.005739873694681215,-0.008485149829411464
58,0.033666351034638164,-0.04001673617669152,0.043710009850804164,-0.0006601430817343504,-0.02431940605571117,0.01708138688895179,-0.018028200695139936,-0.0011618690270994714,-0.002885382609693267,0.04092670197748803,-0.01413621162487213
59,-0.018626554083514588,0.05463232682155738,0.06982539358974572,-0.0979158124757531,-0.0029506757961489175,-0.035549986159367074,-0.0008905190154511917,0.0077467266866390605,-0.002454123882878346,-0.018879894010956515,-0.006406599974358045
