target_type,priority_rank,security_key,project_ticker,analysis_month_number,ranking_month_end_date,evidence_id,evidence_date,source_type,source_organization,source_title,source_url,primary_source_flag,event_scope,event_category,timing_relation_to_ranking,evidence_summary,short_quote_max_25_words,provisional_theme_code,supports_cross_sector_commonality_flag,confidence_level,researcher_notes
SECURITY,26,NEM,NEM,,,SEC-NEM-001,2023-11-06,COMPANY_IR,Newmont Corporation,"Newmont Acquires Newcrest, Creating World’s Leading Gold Mining Business",https://www.newmont.com/investors/news-release/news-details/2023/Newmont-Acquires-Newcrest-Successfully-Creating-Worlds-Leading-Gold-Mining-Business/default.aspx,YES,COMPANY_SPECIFIC,Gold and copper portfolio consolidation,BACKGROUND,"Newmont completed its Newcrest acquisition, creating a larger gold portfolio with robust copper production and a concentration of long-life Tier 1 assets across multiple jurisdictions.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,26,NEM,NEM,,,SEC-NEM-002,2024-02-22,COMPANY_IR,Newmont Corporation,Newmont Reports Fourth Quarter and Full Year 2023 Results,https://www.newmont.com/investors/news-release/news-details/2024/Newmont-Reports-Fourth-Quarter-and-Full-Year-2023-Results-Provides-2024-Outlook-for-Integrated-Company/default.aspx,YES,COMPANY_SPECIFIC,Integration of scaled precious/base-metals portfolio,BACKGROUND,"Newmont described 2023 as transformational after the Newcrest acquisition and focused its 2024 plan on integrating a Tier 1 gold-and-copper portfolio, with 5.5 million gold ounces produced in 2023 before full integration.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,27,ANET,ANET,,,SEC-ANET-001,2024-02-12,COMPANY_IR,"Arista Networks, Inc.",Arista Networks Reports Fourth Quarter and Year End 2023 Financial Results,https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2024/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2023-Financial-Results/default.aspx,YES,COMPANY_SPECIFIC,Cloud and AI networking demand,BACKGROUND,"Arista reported 2023 revenue growth of 33.8% and highlighted Open AI Networking, cloud/AI customer demand, and networking architectures designed for AI and high-performance-computing workloads.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,27,ANET,ANET,,,SEC-ANET-002,2025-02-18,COMPANY_IR,"Arista Networks, Inc.",Arista Networks Reports Fourth Quarter and Year End 2024 Financial Results,https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2025/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2024-Financial-Results/default.aspx,YES,COMPANY_SPECIFIC,AI data-center networking scale,BACKGROUND,"Arista reported record 2024 revenue of $7.003 billion, up 19.5%, and described continued investment in AI networking, including Etherlink platforms and collaboration with Meta for Ethernet-based AI clusters.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,28,WMT,WMT,,,SEC-WMT-001,2024-02-20,COMPANY_IR,Walmart Inc.,Walmart Reports Fourth Quarter and Full-Year Fiscal 2024 Results,https://stock.walmart.com/_assets/_b7bad52767fd931c1359035907b625a8/walmart/db/938/9484/earnings_release/Earnings-Release-2024-Q4.pdf,YES,COMPANY_SPECIFIC,"Omnichannel retail, advertising, and digital scale",BACKGROUND,"Walmart reported fiscal-2024 global e-commerce growth of 23% and advertising growth of 28% to about $3.4 billion, illustrating expansion of higher-growth digital and advertising businesses around its retail scale.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,28,WMT,WMT,,,SEC-WMT-002,2024-11-19,COMPANY_IR,Walmart Inc.,Walmart Reports Third Quarter Fiscal 2025 Results,https://stock.walmart.com/_assets/_0a9c01083bcefd96c2d04ff77202e4c1/walmart/db/938/9487/earnings_release/Earnings-Release-2025-Q3.pdf,YES,COMPANY_SPECIFIC,"Digital fulfillment, marketplace, advertising, and membership",BACKGROUND,"Walmart U.S. reported e-commerce sales up 22% in Q3 FY2025, Walmart Connect advertising up 26%, and double-digit membership-income growth, showing continued monetization beyond store-based retail.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,29,CBRE,CBRE,,,SEC-CBRE-001,2024-10-24,COMPANY_IR,"CBRE Group, Inc.",CBRE Group Reports Financial Results for Third-Quarter 2024,https://ir.cbre.com/press-releases/detail/239/cbre-group-inc-reports-financial-results-for,YES,COMPANY_SPECIFIC,Commercial-real-estate transaction recovery and resilient services,BACKGROUND,"CBRE reported Q3 2024 revenue up 15%, net revenue up 20%, global leasing revenue up 19%, and U.S. property-sales revenue growth after a prolonged downturn, while resilient-business revenue also expanded.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,29,CBRE,CBRE,,,SEC-CBRE-002,2025-02-13,COMPANY_IR,"CBRE Group, Inc.",CBRE Group Reports Financial Results for Q4 and Full Year 2024,https://ir.cbre.com/press-releases/detail/246/cbre-group-inc-reports-financial-results-for-q4-and-full,YES,COMPANY_SPECIFIC,Commercial-real-estate services scale and operating recovery,BACKGROUND,"CBRE reported 2024 revenue up 12%, resilient-business net revenue up 14%, and $1.5 billion of free cash flow, describing broad strength across its services and investment businesses.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,30,WELL,WELL,,,SEC-WELL-001,2024-07-29,COMPANY_IR,Welltower Inc.,Welltower Second Quarter 2024 Supplemental,https://welltower.com/wp-content/uploads/2024/07/2Q24-Supplement.pdf,YES,COMPANY_SPECIFIC,Senior-housing occupancy and pricing recovery,BACKGROUND,"Welltower's same-store senior-housing operating portfolio occupancy reached 84.9% in Q2 2024, continuing a multi-quarter occupancy recovery alongside revenue and margin expansion.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
SECURITY,30,WELL,WELL,,,SEC-WELL-002,2025-02-11,COMPANY_IR,Welltower Inc.,Welltower Reports Fourth Quarter 2024 Results,https://welltower.com/wp-content/uploads/2025/02/4Q24-Earnings-Release.pdf,YES,COMPANY_SPECIFIC,Demographic senior-housing demand and investment expansion,BACKGROUND,"Welltower reported 23.9% year-over-year same-store NOI growth in its senior-housing operating portfolio in Q4 2024, 310 basis points of occupancy growth, and $7.0 billion of pro-rata gross investments during 2024.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.
MONTH,11,,,42,2024-06-28,MONTH-42-001,2024-07-31,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm,YES,MARKETWIDE_MACRO,Restrictive policy with improving dual-mandate balance,HOLDING_WINDOW,"During the July 2024 holding month, the FOMC held the federal-funds target at 5.25%-5.50%, said inflation had eased with further recent progress, and judged employment and inflation risks to be moving into better balance.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,11,,,42,2024-06-28,MONTH-42-002,2024-07-11,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - June 2024,https://www.bls.gov/news.release/archives/cpi_07112024.htm,YES,MARKETWIDE_MACRO,Disinflation and falling energy prices,HOLDING_WINDOW,"BLS reported June 2024 CPI down 0.1% month over month and up 3.0% year over year, with energy down 2.0% and gasoline down 3.8% on a seasonally adjusted basis.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,12,,,37,2024-01-31,MONTH-37-001,2024-02-21,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,"Minutes of the Federal Open Market Committee, January 30-31, 2024",https://www.federalreserve.gov/newsevents/pressreleases/monetary20240221a.htm,YES,MARKETWIDE_MACRO,Policy deliberation at restrictive-rate plateau,HOLDING_WINDOW,"During the February 2024 holding month, the Federal Reserve released minutes of the January meeting at which policy remained restrictive; the release documented the Committee's assessment of inflation progress, labor conditions, and policy risks.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,12,,,37,2024-01-31,MONTH-37-002,2024-02-13,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - January 2024,https://www.bls.gov/news.release/archives/cpi_02132024.htm,YES,MARKETWIDE_MACRO,Sticky services/shelter inflation,HOLDING_WINDOW,"BLS reported January 2024 CPI up 0.3% month over month and 3.1% year over year, with shelter up 0.6% and contributing more than two-thirds of the monthly headline increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,13,,,46,2024-10-31,MONTH-46-001,2024-11-07,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,YES,MARKETWIDE_MACRO,Monetary-policy easing,HOLDING_WINDOW,"During the November 2024 holding month, the FOMC lowered the federal-funds target by 25 basis points to 4.50%-4.75%, while saying labor conditions had eased and inflation had made progress but remained elevated.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,13,,,46,2024-10-31,MONTH-46-002,2024-11-13,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - October 2024,https://www.bls.gov/news.release/archives/cpi_11132024.htm,YES,MARKETWIDE_MACRO,Inflation near but still above target,HOLDING_WINDOW,"BLS reported October 2024 CPI up 0.2% month over month and 2.6% year over year, while core CPI rose 0.3% monthly and 3.3% over twelve months.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,14,,,19,2022-07-29,MONTH-19-001,2022-08-26,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Chair Powell: Monetary Policy and Price Stability,https://www.federalreserve.gov/newsevents/speech/powell20220826a.htm,YES,MARKETWIDE_MACRO,Forceful anti-inflation policy guidance,HOLDING_WINDOW,"During the August 2022 holding month, Chair Powell said restoring price stability would require forceful policy, below-trend growth, and likely labor-market softening, and warned against prematurely loosening policy.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,14,,,19,2022-07-29,MONTH-19-002,2022-08-10,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - July 2022,https://www.bls.gov/news.release/archives/cpi_08102022.htm,YES,MARKETWIDE_MACRO,Peak-inflation deceleration signal,HOLDING_WINDOW,"BLS reported July 2022 CPI unchanged month over month and up 8.5% year over year, down from June's 9.1% twelve-month rate, largely because gasoline fell 7.7% during July.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,15,,,43,2024-07-31,MONTH-43-001,2024-08-23,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Chair Powell: The Economic Outlook,https://www.federalreserve.gov/newsevents/speech/powell20240823a.htm,YES,MARKETWIDE_MACRO,Explicit transition toward monetary easing,HOLDING_WINDOW,"During the August 2024 holding month, Chair Powell stated that the time had come for policy to adjust, citing resumed disinflation and a materially cooler labor market while leaving the timing and pace of cuts data-dependent.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
MONTH,15,,,43,2024-07-31,MONTH-43-002,2024-08-14,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - July 2024,https://www.bls.gov/news.release/archives/cpi_08142024.htm,YES,MARKETWIDE_MACRO,Further disinflation,HOLDING_WINDOW,"BLS reported July 2024 CPI up 0.2% month over month and 2.9% year over year, with shelter accounting for nearly 90% of the monthly increase and energy unchanged.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.
